submission_id,QUD,RT,age,animal,comments,condition,education,endTime,experiment_id,gender,item_id,languages,modal,optionLeft,optionRight,prolific_id,question,response,startDate,startTime,timeSpent,trial_name,trial_number
2063,She is not an actual hen.,3416,32,hen,,intensified,Graduated High School,1625519697332,61,male,38,English,actual,<b>-</b>,<b>+</b>,60d8b91d4c71f829216f9184,To what extent do you think the person being talked about is portrayed as ... <br /><b>PROTECTIVE</b> ?,59,Mon Jul 05 2021 17:07:33 GMT-0400 (Eastern Daylight Time),1625519253596,7.3956,slider_rating_custom,24
2063,He is not a lion.,3182,32,lion,,non-intensified,Graduated High School,1625519697332,61,male,13,English,non-modal,<b>-</b>,<b>+</b>,60d8b91d4c71f829216f9184,To what extent do you think the person being talked about is portrayed as ... <br /><b>BRAVE</b> ?,60,Mon Jul 05 2021 17:07:33 GMT-0400 (Eastern Daylight Time),1625519253596,7.3956,slider_rating_custom,25
2063,She is not a cow.,15131,32,cow,,non-intensified,Graduated High School,1625519697332,61,male,29,English,non-modal,<b>-</b>,<b>+</b>,60d8b91d4c71f829216f9184,To what extent do you think the person being talked about is portrayed as ... <br /><b>FAT</b> ?,69,Mon Jul 05 2021 17:07:33 GMT-0400 (Eastern Daylight Time),1625519253596,7.3956,slider_rating_custom,26
2062,He is not a snake.,25886,35,snake,,non-intensified,Higher Degree,1625519660051,61,male,49,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>SNEAKY</b> ?,81,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,1
2062,She is not a bee.,13047,35,bee,,non-intensified,Higher Degree,1625519660051,61,male,17,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>HARD-WORKING</b> ?,80,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,2
2062,He is not a rat.,8989,35,rat,,non-intensified,Higher Degree,1625519660051,61,male,33,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>DISGUSTING</b> ?,93,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,3
2062,He is not a literal snake.,12351,35,snake,,intensified,Higher Degree,1625519660051,61,male,51,English,literal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>SNEAKY</b> ?,78,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,4
2062,He is not an actual lamb.,11185,35,lamb,,intensified,Higher Degree,1625519660051,61,male,2,English,actual,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>INNOCENT</b> ?,100,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,5
2062,She is not a literal bee.,7807,35,bee,,intensified,Higher Degree,1625519660051,61,male,19,English,literal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>HARD-WORKING</b> ?,88,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,6
2062,He is not a wolf.,14206,35,wolf,,non-intensified,Higher Degree,1625519660051,61,male,5,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>LONELY</b> ?,49,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,7
2062,She is not an actual cow.,8627,35,cow,,intensified,Higher Degree,1625519660051,61,male,30,English,actual,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>FAT</b> ?,84,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,8
2062,She is not a cow.,7933,35,cow,,non-intensified,Higher Degree,1625519660051,61,male,29,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>FAT</b> ?,93,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,9
2062,He is not an actual mouse.,13519,35,mouse,,intensified,Higher Degree,1625519660051,61,male,26,English,actual,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>QUIET</b> ?,93,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,10
2062,He is not a lion.,9427,35,lion,,non-intensified,Higher Degree,1625519660051,61,male,13,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>BRAVE</b> ?,81,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,11
2062,She is not a bat.,9179,35,bat,,non-intensified,Higher Degree,1625519660051,61,male,9,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>BLIND</b> ?,62,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,12
2062,He is not an actual wolf.,8668,35,wolf,,intensified,Higher Degree,1625519660051,61,male,6,English,actual,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>LONELY</b> ?,73,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,13
2062,She is not a chicken.,11312,35,chicken,,non-intensified,Higher Degree,1625519660051,61,male,21,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>COWARDLY</b> ?,93,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,14
2062,He is not a real rat.,6566,35,rat,,intensified,Higher Degree,1625519660051,61,male,36,English,real,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>DISGUSTING</b> ?,80,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,15
2062,She is not a real hen.,10887,35,hen,,intensified,Higher Degree,1625519660051,61,male,40,English,real,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>PROTECTIVE</b> ?,93,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,16
2062,He is not a literal lion.,5758,35,lion,,intensified,Higher Degree,1625519660051,61,male,15,English,literal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>BRAVE</b> ?,96,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,17
2062,He is not an actual weasel.,7786,35,weasel,,intensified,Higher Degree,1625519660051,61,male,42,English,actual,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>DEVIOUS</b> ?,51,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,18
2062,She is not a hen.,9187,35,hen,,non-intensified,Higher Degree,1625519660051,61,male,37,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>PROTECTIVE</b> ?,88,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,19
2062,She is not a literal bat.,7363,35,bat,,intensified,Higher Degree,1625519660051,61,male,11,English,literal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>BLIND</b> ?,86,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,20
2062,She is not a real chicken.,2908,35,chicken,,intensified,Higher Degree,1625519660051,61,male,24,English,real,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>COWARDLY</b> ?,89,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,21
2062,He is not a lamb.,12839,35,lamb,,non-intensified,Higher Degree,1625519660051,61,male,1,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>INNOCENT</b> ?,94,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,22
2062,She is not an owl.,10774,35,owl,,non-intensified,Higher Degree,1625519660051,61,male,45,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>WISE</b> ?,73,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,23
2062,He is not a mouse.,5557,35,mouse,,non-intensified,Higher Degree,1625519660051,61,male,25,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>QUIET</b> ?,90,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,24
2062,She is not a real owl.,4961,35,owl,,intensified,Higher Degree,1625519660051,61,male,48,English,real,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>WISE</b> ?,78,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,25
2062,He is not a weasel.,7311,35,weasel,,non-intensified,Higher Degree,1625519660051,61,male,41,English,non-modal,<b>-</b>,<b>+</b>,60dffcdb3659dc610993ca67,To what extent do you think the person being talked about is portrayed as ... <br /><b>DEVIOUS</b> ?,50,Mon Jul 05 2021 14:07:57 GMT-0700 (Pacific Daylight Time),1625519277933,6.368633333333333,slider_rating_custom,26
2061,She is not a bat.,19003,37,bat,,non-intensified,Higher Degree,1625519551449,61,female,9,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>BLIND</b> ?,81,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,1
2061,She is not a literal bat.,6054,37,bat,,intensified,Higher Degree,1625519551449,61,female,11,English,literal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>BLIND</b> ?,6,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,2
2061,He is not an actual wolf.,5190,37,wolf,,intensified,Higher Degree,1625519551449,61,female,6,English,actual,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>LONELY</b> ?,15,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,3
2061,He is not a literal mouse.,7307,37,mouse,,intensified,Higher Degree,1625519551449,61,female,27,English,literal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>QUIET</b> ?,86,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,4
2061,He is not a rat.,5521,37,rat,,non-intensified,Higher Degree,1625519551449,61,female,33,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>DISGUSTING</b> ?,11,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,5
2061,He is not a wolf.,6610,37,wolf,,non-intensified,Higher Degree,1625519551449,61,female,5,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>LONELY</b> ?,21,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,6
2061,He is not a lion.,12426,37,lion,,non-intensified,Higher Degree,1625519551449,61,female,13,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>BRAVE</b> ?,19,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,7
2061,He is not a snake.,5680,37,snake,,non-intensified,Higher Degree,1625519551449,61,female,49,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>SNEAKY</b> ?,11,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,8
2061,He is not an actual snake.,3173,37,snake,,intensified,Higher Degree,1625519551449,61,female,50,English,actual,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>SNEAKY</b> ?,13,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,9
2061,She is not a real cow.,7900,37,cow,,intensified,Higher Degree,1625519551449,61,female,32,English,real,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>FAT</b> ?,12,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,10
2061,He is not a weasel.,98181,37,weasel,,non-intensified,Higher Degree,1625519551449,61,female,41,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>DEVIOUS</b> ?,22,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,11
2061,She is not a bee.,5408,37,bee,,non-intensified,Higher Degree,1625519551449,61,female,17,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>HARD-WORKING</b> ?,12,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,12
2061,He is not an actual rat.,4105,37,rat,,intensified,Higher Degree,1625519551449,61,female,34,English,actual,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>DISGUSTING</b> ?,13,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,13
2061,He is not an actual lamb.,4440,37,lamb,,intensified,Higher Degree,1625519551449,61,female,2,English,actual,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>INNOCENT</b> ?,22,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,14
2061,She is not a real owl.,8456,37,owl,,intensified,Higher Degree,1625519551449,61,female,48,English,real,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>WISE</b> ?,74,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,15
2061,She is not a hen.,6914,37,hen,,non-intensified,Higher Degree,1625519551449,61,female,37,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>PROTECTIVE</b> ?,17,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,16
2061,She is not a literal bee.,7425,37,bee,,intensified,Higher Degree,1625519551449,61,female,19,English,literal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>HARD-WORKING</b> ?,15,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,17
2061,He is not a real lion.,3235,37,lion,,intensified,Higher Degree,1625519551449,61,female,16,English,real,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>BRAVE</b> ?,16,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,18
2061,She is not a literal chicken.,2659,37,chicken,,intensified,Higher Degree,1625519551449,61,female,23,English,literal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>COWARDLY</b> ?,19,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,19
2061,She is not a cow.,3655,37,cow,,non-intensified,Higher Degree,1625519551449,61,female,29,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>FAT</b> ?,12,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,20
2061,She is not an owl.,2806,37,owl,,non-intensified,Higher Degree,1625519551449,61,female,45,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>WISE</b> ?,15,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,21
2061,He is not a lamb.,3698,37,lamb,,non-intensified,Higher Degree,1625519551449,61,female,1,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>INNOCENT</b> ?,13,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,22
2061,She is not a chicken.,6078,37,chicken,,non-intensified,Higher Degree,1625519551449,61,female,21,English,non-modal,<b>-</b>,<b>+</b>,5c470c2cab550c0001a73ae7,To what extent do you think the person being talked about is portrayed as ... <br /><b>COWARDLY</b> ?,22,Mon Jul 05 2021 22:07:04 GMT+0100 (British Summer Time),1625519224960,5.441483333333333,slider_rating_custom,23
